Episode,Total Steps,Episode Reward,Actor Loss,Critic Loss,Actor LR,Buffer Size
1,95,46.462289579446555,nan,nan,0.0003,95
2,231,2.362308362322201,nan,nan,0.0003,231
3,305,2.9703131458974,nan,nan,0.0003,305
4,1905,287.6463636528332,nan,nan,0.0003,1905
5,1999,-4.145632885474116,nan,nan,0.0003,1999
6,2066,-1.1642535282236484,nan,nan,0.0003,2066
7,3666,351.4842540958235,nan,nan,0.0003,3666
8,3721,-6.638955756190363,nan,nan,0.0003,3721
9,3788,0.9995816443025678,nan,nan,0.0003,3788
10,3842,-0.29369123504368666,nan,nan,0.0003,3842
11,3966,5.208649147307044,nan,nan,0.0003,3966
12,4041,-0.1443181734122021,nan,nan,0.0003,4041
13,4178,-2.9373414695721856,nan,nan,0.0003,4178
14,4238,-1.2357482061465053,nan,nan,0.0003,4238
15,5838,357.89921225365003,nan,nan,0.0003,5838
16,7438,312.20272072218404,nan,nan,0.0003,7438
17,9038,286.71098198148644,nan,nan,0.0003,9038
18,9132,-4.157181306383175,nan,nan,0.0003,9132
19,9185,-7.246918136752003,nan,nan,0.0003,9185
20,9263,-0.9662076037532454,nan,nan,0.0003,9263
21,10863,357.5699674063846,nan,0.107692189514637,0.0003,10863
22,10950,3.925323729012746,nan,0.07942014932632446,0.0003,10950
23,12550,314.2190957847669,nan,0.2795366644859314,0.0003,12550
24,12595,-7.149352799301512,nan,0.2533356845378876,0.0003,12595
25,14195,303.064157285132,nan,0.3009416460990906,0.0003,14195
26,14276,-7.313573043237188,nan,0.3328614830970764,0.0003,14276
27,14354,-1.3245553996227102,nan,0.20417916774749756,0.0003,14354
28,14440,-4.575788021402242,nan,0.5556357502937317,0.0003,14440
29,14493,-5.47026005930639,nan,0.1815599948167801,0.0003,14493
30,14596,4.132344995750309,nan,0.38119515776634216,0.0003,14596
31,14661,-0.02387151428969503,nan,0.474625825881958,0.0003,14661
32,16261,324.6355409766328,nan,0.4356966018676758,0.0003,16261
33,17861,330.2130446357872,nan,0.6182219982147217,0.0003,17861
34,19461,355.8974084303594,nan,1.2464725971221924,0.0003,19461
35,19548,-0.5843831205971899,nan,1.250852108001709,0.0003,19548
36,20181,71.62845712025998,nan,1.58685302734375,0.0003,20181
37,20241,-2.762794185236787,nan,1.3043122291564941,0.0003,20241
38,20304,-3.4580710675218373,nan,1.1877436637878418,0.0003,20304
39,20363,-2.964833004244065,nan,1.0576618909835815,0.0003,20363
40,20418,-3.36241567837612,nan,1.060671329498291,0.0003,20418
41,20481,-1.6865609050005101,nan,1.7732013463974,0.0003,20481
42,20544,-1.9986613698848652,nan,1.7072792053222656,0.0003,20544
43,20631,0.4044104443599661,nan,1.637904167175293,0.0003,20631
44,20689,0.5489922971209413,nan,0.8283839225769043,0.0003,20689
45,20746,-3.6267091480988203,nan,1.691841959953308,0.0003,20746
46,20808,0.75435573664274,nan,1.4904320240020752,0.0003,20808
47,20875,-1.0717403547361304,nan,1.6831645965576172,0.0003,20875
48,20911,-3.1300890722412866,nan,1.365412712097168,0.0003,20911
49,20988,1.0843356409726734,nan,1.05462646484375,0.0003,20988
50,21132,12.813217353914464,nan,0.9812319278717041,0.0003,21132
51,21183,-0.42221946586656145,nan,2.168973445892334,0.0003,21183
52,21233,-2.655732264073161,nan,1.246967077255249,0.0003,21233
53,21299,-0.42284530584093183,nan,1.4729771614074707,0.0003,21299
54,21356,-1.8235194556003762,nan,1.9342527389526367,0.0003,21356
55,21512,8.784612961615817,nan,2.028444528579712,0.0003,21512
56,22140,44.46769366397313,nan,2.5219216346740723,0.0003,22140
57,23740,123.92987525910196,nan,2.903285026550293,0.0003,23740
58,23822,-12.491514777258537,nan,1.7637279033660889,0.0003,23822
59,23900,-6.977230048562048,nan,1.8447248935699463,0.0003,23900
60,23960,-7.315976037651917,nan,2.0168979167938232,0.00015,23960
61,24014,-4.387010886131496,nan,2.028820753097534,0.00015,24014
62,24097,-2.39781217672276,nan,2.315627098083496,0.00015,24097
63,24247,0.8781591443940346,nan,2.2128610610961914,0.00015,24247
64,24408,14.331034888157248,nan,2.3533668518066406,0.00015,24408
65,24482,-4.710772948325795,nan,1.2594311237335205,0.00015,24482
66,24555,-5.669858064164111,nan,2.1072018146514893,0.00015,24555
67,24620,-3.4241655024646116,nan,2.8441481590270996,0.00015,24620
68,24703,-4.2645861504041305,nan,2.741692543029785,0.00015,24703
69,25122,32.70176932633994,nan,2.673676013946533,0.00015,25122
70,25166,-9.930530659573375,nan,3.497873544692993,0.00015,25166
71,25213,-10.730149024094002,nan,4.0522565841674805,0.00015,25213
72,25258,-7.8977066952323955,nan,3.1890854835510254,0.00015,25258
73,25305,-2.1405478561776983,nan,2.9810400009155273,0.00015,25305
74,25362,-8.580075728382678,nan,3.9283361434936523,0.00015,25362
75,25417,-7.265885026137321,nan,5.281950950622559,0.00015,25417
76,25463,-9.909075947444236,nan,1.4440795183181763,0.00015,25463
77,25566,-2.628366952884722,nan,2.7956387996673584,0.00015,25566
78,25606,-10.427260335244505,nan,0.9260908365249634,0.00015,25606
79,25656,-8.83323323018822,nan,4.586369514465332,0.00015,25656
80,25708,-8.008160951660019,nan,3.0948519706726074,0.00015,25708
81,25744,-10.074616931851889,nan,4.376559734344482,0.00015,25744
82,25786,-8.212570741690465,nan,3.6815578937530518,0.00015,25786
83,25825,-11.14702487115452,nan,2.615309238433838,0.00015,25825
84,25886,-8.694482017025798,nan,4.181869983673096,0.00015,25886
85,25925,-9.57870411709457,nan,4.079536437988281,0.00015,25925
86,25963,-9.69145204883356,nan,3.802464485168457,7.5e-05,25963
87,26074,6.544108893499919,nan,4.127261161804199,7.5e-05,26074
88,27674,271.1462417231674,nan,5.107728481292725,7.5e-05,27674
89,27726,-2.653238616583595,nan,5.038893699645996,7.5e-05,27726
90,27800,-6.871202606782803,nan,3.693251371383667,7.5e-05,27800
91,27920,-6.1407559954093145,nan,4.083085060119629,7.5e-05,27920
92,27987,-0.04811788645342041,nan,4.752692222595215,7.5e-05,27987
93,28112,-7.017654536121571,nan,6.160195350646973,7.5e-05,28112
94,28161,-6.910619838124976,nan,4.098006248474121,7.5e-05,28161
95,28260,-0.6854908562010191,nan,8.717216491699219,7.5e-05,28260
96,28330,-7.620806510567553,nan,3.5949888229370117,7.5e-05,28330
97,29930,409.8313920110761,nan,7.965651512145996,7.5e-05,29930
98,30215,102.33556416336526,nan,7.559099197387695,7.5e-05,30215
99,30321,-5.394761983372961,nan,5.009466171264648,7.5e-05,30321
100,30366,-2.307377583146872,nan,10.70895767211914,7.5e-05,30366
101,30469,-1.3171129972755722,nan,6.435049533843994,7.5e-05,30469
102,30604,4.231189459884286,nan,7.093705177307129,7.5e-05,30604
103,30685,-4.51696242179512,nan,6.822473526000977,7.5e-05,30685
104,30771,-2.4921413484524395,nan,9.32246208190918,7.5e-05,30771
105,30822,-4.6634233100796845,nan,7.542573928833008,7.5e-05,30822
106,30868,-6.009468805837831,nan,5.47337532043457,7.5e-05,30868
107,30913,-7.0308398670754,nan,9.224575996398926,7.5e-05,30913
108,30958,-7.692420840011425,nan,9.985098838806152,7.5e-05,30958
109,31014,-8.152350394371062,nan,8.000953674316406,7.5e-05,31014
110,31062,-3.306832956131494,nan,8.853321075439453,7.5e-05,31062
111,31118,-8.808548752667466,nan,4.003420352935791,7.5e-05,31118
112,31282,5.350153045499766,nan,5.205163955688477,3.75e-05,31282
113,31461,5.665258864547027,nan,8.630276679992676,3.75e-05,31461
114,33061,339.40870969796543,nan,11.915582656860352,3.75e-05,33061
115,33120,-2.4594267543104706,nan,9.363224029541016,3.75e-05,33120
116,33187,-2.6640552867249623,nan,14.013176918029785,3.75e-05,33187
117,33273,-2.664523560421874,nan,13.276195526123047,3.75e-05,33273
118,33360,-4.622733071870812,nan,17.937423706054688,3.75e-05,33360
119,33402,-3.7918207734624847,nan,6.67669677734375,3.75e-05,33402
120,33456,-4.324814506496306,nan,15.194005012512207,3.75e-05,33456
121,33510,-10.05630625705722,nan,12.841161727905273,3.75e-05,33510
122,33549,-6.986156999751115,nan,20.12887191772461,3.75e-05,33549
123,33658,1.3784478497263777,nan,11.422568321228027,3.75e-05,33658
124,33742,-6.921117390369663,nan,9.680745124816895,3.75e-05,33742
125,35205,269.97068566254484,nan,17.701492309570312,3.75e-05,35205
126,35325,-3.0757358647216453,nan,13.63583755493164,3.75e-05,35325
127,35514,1.2788329818804058,nan,19.209461212158203,3.75e-05,35514
128,35564,-7.304004186080197,nan,13.166921615600586,3.75e-05,35564
129,37164,373.46639193340013,nan,14.111452102661133,3.75e-05,37164
130,37309,14.163121890206128,nan,21.038837432861328,3.75e-05,37309
131,37360,-2.3573746319253557,nan,32.39439010620117,3.75e-05,37360
132,37413,-3.9361637292599934,nan,19.381935119628906,3.75e-05,37413
133,37489,-2.1707018989943423,nan,14.379484176635742,3.75e-05,37489
134,37587,-5.8161619211266835,nan,20.666484832763672,3.75e-05,37587
135,37687,-0.7919828339171922,nan,23.493385314941406,3.75e-05,37687
136,37759,-7.798303204181033,nan,19.504566192626953,3.75e-05,37759
137,37829,-2.2651436040203814,nan,22.271106719970703,3.75e-05,37829
138,37940,4.590465451695598,nan,23.513378143310547,1.875e-05,37940
139,38082,-1.8304555370380573,nan,17.042499542236328,1.875e-05,38082
140,39682,351.6347757813844,nan,39.769283294677734,1.875e-05,39682
141,39869,21.18866946942806,nan,34.83055877685547,1.875e-05,39869
142,41469,362.7426064658261,nan,84.62013244628906,1.875e-05,41469
143,41546,3.0625656152372507,nan,65.84893798828125,1.875e-05,41546
144,41649,-3.7996082165036817,nan,36.385520935058594,1.875e-05,41649
145,41711,-6.5928556996321355,nan,46.57196044921875,1.875e-05,41711
146,43311,377.8313085363189,nan,58.74085235595703,1.875e-05,43311
147,43380,-1.7623248523914086,nan,49.25072479248047,1.875e-05,43380
148,43441,0.16735457801892295,nan,58.55577850341797,1.875e-05,43441
149,45041,377.5785570003383,nan,78.68861389160156,1.875e-05,45041
150,45635,112.63442748968832,nan,80.0916976928711,1.875e-05,45635
151,45707,-7.322080355670325,nan,59.13215637207031,1.875e-05,45707
152,45793,-6.491095635369305,nan,70.47613525390625,1.875e-05,45793
153,47393,369.7280394039217,nan,102.0792236328125,1.875e-05,47393
154,47440,-2.6499210633028394,nan,95.98170471191406,1.875e-05,47440
155,47514,-4.5071750688683325,nan,122.74522399902344,1.875e-05,47514
156,49114,379.8959502682696,nan,168.06663513183594,1.875e-05,49114
157,49231,9.098014344956917,nan,87.63848876953125,1.875e-05,49231
158,49310,-6.277671863333185,nan,159.80117797851562,1.875e-05,49310
159,49429,3.2023567247487144,nan,132.8345184326172,1.875e-05,49429
160,49545,0.32203450016853274,nan,174.94607543945312,1.875e-05,49545
161,51145,381.77583808205804,nan,180.4432373046875,1.875e-05,51145
162,52745,345.6807505072992,nan,203.32077026367188,1.875e-05,52745
163,52803,-0.200124962235952,nan,208.607421875,1.875e-05,52803
164,52852,-3.518163077387169,nan,180.33309936523438,9.375e-06,52852
165,54452,352.66405070125063,nan,212.31344604492188,9.375e-06,54452
166,54494,-3.937972792633052,nan,163.96173095703125,9.375e-06,54494
167,54540,-5.657584196078581,nan,203.71885681152344,9.375e-06,54540
168,54582,-6.4590749630222914,nan,204.21530151367188,9.375e-06,54582
169,54669,5.4785044068572795,nan,192.59893798828125,9.375e-06,54669
170,54764,2.982033187437887,nan,171.17013549804688,9.375e-06,54764
171,54807,-4.053644707381396,nan,153.6221160888672,9.375e-06,54807
172,56407,730.2100727010405,nan,313.69415283203125,9.375e-06,56407
173,56491,24.335900671350117,nan,186.4044189453125,9.375e-06,56491
174,56619,-6.636088128663075,nan,200.5896759033203,9.375e-06,56619
175,56677,-4.219160883118802,nan,141.6060791015625,9.375e-06,56677
176,56713,-3.941945670414909,nan,287.41412353515625,9.375e-06,56713
177,56759,-1.7281824276898554,nan,122.6969985961914,9.375e-06,56759
178,56811,-1.5579516605179506,nan,236.537353515625,9.375e-06,56811
179,56850,-3.753217606054771,nan,208.32533264160156,9.375e-06,56850
180,56889,-3.281554746883158,nan,322.92529296875,9.375e-06,56889
181,56932,-2.8221369571914776,nan,254.06967163085938,9.375e-06,56932
182,56970,-3.873485034149593,nan,171.84658813476562,9.375e-06,56970
183,57012,-3.389504637615489,nan,260.702392578125,9.375e-06,57012
184,57116,3.761660091925803,nan,291.60791015625,9.375e-06,57116
185,57154,-3.991705234402761,nan,372.0711669921875,9.375e-06,57154
186,57200,-2.7124704519386427,nan,278.5935974121094,9.375e-06,57200
187,57242,-2.3178104521704714,nan,278.7054138183594,9.375e-06,57242
188,57285,-3.9071720464404223,nan,197.38108825683594,9.375e-06,57285
189,57341,-1.098951213354722,nan,188.8743133544922,9.375e-06,57341
190,57393,-1.0189274143054856,nan,277.7440185546875,4.6875e-06,57393
191,57438,-3.4039392496330017,nan,157.4451904296875,4.6875e-06,57438
192,57495,0.6618513704695754,nan,277.0373840332031,4.6875e-06,57495
193,57539,-2.593322171196135,nan,252.1927490234375,4.6875e-06,57539
194,57594,-0.5581317777533368,nan,231.7819061279297,4.6875e-06,57594
195,57641,-2.331631938142719,nan,325.0400085449219,4.6875e-06,57641
196,57696,0.1162513077825782,nan,259.708984375,4.6875e-06,57696
197,57749,-2.5039676630874927,nan,271.2022705078125,4.6875e-06,57749
198,57798,-0.8600005179357648,nan,232.5439453125,4.6875e-06,57798
199,57840,-2.922229590164604,nan,239.19142150878906,4.6875e-06,57840
200,57879,-4.231691989174913,nan,232.6514892578125,4.6875e-06,57879
201,57927,-2.0901623854000597,nan,159.53866577148438,4.6875e-06,57927
202,57970,-2.768431316602534,nan,287.09014892578125,4.6875e-06,57970
203,58020,-1.5073028919002098,nan,210.51040649414062,4.6875e-06,58020
204,58077,-0.15271820129845892,nan,97.99198913574219,4.6875e-06,58077
205,58121,-2.168728808504528,nan,280.31109619140625,4.6875e-06,58121
206,58177,0.1764140596785655,nan,367.219970703125,4.6875e-06,58177
207,58230,-0.23876879966974407,nan,159.44882202148438,4.6875e-06,58230
208,58288,-1.2115064263464177,nan,223.724853515625,4.6875e-06,58288
209,58340,-0.8589772841520134,nan,254.22467041015625,4.6875e-06,58340
210,58393,-0.8335460176186391,nan,314.8508605957031,4.6875e-06,58393
211,58446,0.37199518128910647,nan,383.91766357421875,4.6875e-06,58446
212,58494,-1.3599544604706022,nan,255.49403381347656,4.6875e-06,58494
213,58548,-0.5252484689701351,nan,211.3929443359375,4.6875e-06,58548
214,58602,-1.2424625768948214,nan,308.5003662109375,4.6875e-06,58602
215,58651,-0.49851701829283535,nan,353.8802795410156,4.6875e-06,58651
216,58697,-1.385104296301531,nan,362.20281982421875,2.34375e-06,58697
217,58750,-0.6194758623911216,nan,302.3829345703125,2.34375e-06,58750
218,58801,-1.3659976717646742,nan,274.2671813964844,2.34375e-06,58801
219,58852,-1.5801455148289083,nan,253.7991943359375,2.34375e-06,58852
220,58905,-0.44717727132523777,nan,276.8861083984375,2.34375e-06,58905
221,58958,-1.0430047168622796,nan,300.248046875,2.34375e-06,58958
222,59011,-1.0109284819653546,nan,343.136474609375,2.34375e-06,59011
223,59065,-1.0533650388995799,nan,322.77850341796875,2.34375e-06,59065
224,59117,-0.648288388800097,nan,326.5081481933594,2.34375e-06,59117
225,59187,2.1404047093307046,nan,345.7656555175781,2.34375e-06,59187
226,59231,-2.1384428520109378,nan,207.94383239746094,2.34375e-06,59231
227,59278,-1.8109849263906455,nan,278.19091796875,2.34375e-06,59278
228,59324,-1.702653396283992,nan,307.1523132324219,2.34375e-06,59324
229,59375,-0.31555148474681793,nan,318.7718505859375,2.34375e-06,59375
230,59474,5.28799241634373,nan,234.6388397216797,2.34375e-06,59474
231,61074,174.39148102044865,nan,285.2468566894531,2.34375e-06,61074
232,61122,-5.238986105733549,nan,407.56512451171875,2.34375e-06,61122
233,61184,-4.5073371436122835,nan,332.503662109375,2.34375e-06,61184
234,62784,377.64180043973363,nan,450.38812255859375,2.34375e-06,62784
235,62879,-2.373389988562855,nan,266.1443786621094,2.34375e-06,62879
236,62928,-3.1608991603741146,nan,317.0283203125,2.34375e-06,62928
237,62976,-2.7554048787864343,nan,552.5399169921875,2.34375e-06,62976
238,63021,-3.6830264056858892,nan,353.75848388671875,2.34375e-06,63021
239,64621,373.76599950119476,nan,313.47540283203125,2.34375e-06,64621
240,64723,5.076300394553407,nan,440.34442138671875,2.34375e-06,64723
241,64809,-7.921208133657185,nan,369.12738037109375,2.34375e-06,64809
242,64856,-5.647104175225771,nan,509.0304870605469,1.171875e-06,64856
243,64900,-6.684916396250842,nan,364.38079833984375,1.171875e-06,64900
244,64985,-3.53797610967428,nan,406.06585693359375,1.171875e-06,64985
245,65026,-6.22073501300785,nan,540.345458984375,1.171875e-06,65026
246,65086,-8.686982268672029,nan,535.7451782226562,1.171875e-06,65086
247,65128,-6.305132925397795,nan,259.6976623535156,1.171875e-06,65128
248,65165,-6.3003822603627935,nan,459.1624450683594,1.171875e-06,65165
249,65200,-6.512529224703442,nan,643.1692504882812,1.171875e-06,65200
250,65249,-5.068917796767754,nan,590.9781494140625,1.171875e-06,65249
251,65293,-6.039104897727029,nan,459.0597839355469,1.171875e-06,65293
252,65387,-2.382648976605279,nan,611.716064453125,1.171875e-06,65387
253,65439,-6.950959080663939,nan,443.4962463378906,1.171875e-06,65439
254,65489,-4.8987113353571266,nan,467.9007873535156,1.171875e-06,65489
255,65537,-3.602874168758839,nan,535.5564575195312,1.171875e-06,65537
256,65622,-1.0281115789515027,nan,697.573486328125,1.171875e-06,65622
257,65679,-6.520276690531606,nan,663.2166748046875,1.171875e-06,65679
258,65754,-5.328308098556153,nan,576.51904296875,1.171875e-06,65754
259,65796,-5.913859429607123,nan,481.3573913574219,1.171875e-06,65796
260,65872,-6.1778028293681695,nan,459.6026916503906,1.171875e-06,65872
261,65929,-9.416473297345748,nan,499.76275634765625,1.171875e-06,65929
262,65975,-4.8515064130872805,nan,449.0016784667969,1.171875e-06,65975
263,66023,-4.979129614437241,nan,698.9242553710938,1.171875e-06,66023
264,66057,-6.141623897441401,nan,591.2487182617188,1.171875e-06,66057
265,66122,-6.3652138962378775,nan,583.001220703125,1.171875e-06,66122
266,66188,-0.4574033772151793,nan,506.9166564941406,1.171875e-06,66188
267,66243,-2.7836889043131086,nan,405.79443359375,1.171875e-06,66243
268,67843,374.12347502662476,nan,651.04296875,1e-06,67843
269,67906,-2.7742405326532573,nan,725.72412109375,1e-06,67906
270,69506,354.8867142321347,nan,846.7174072265625,1e-06,69506
271,69622,7.552896815391035,nan,681.291259765625,1e-06,69622
272,69664,-6.267890806033982,nan,658.8514404296875,1e-06,69664
273,71264,314.21006606845253,nan,453.557373046875,1e-06,71264
274,71331,-3.0727634803398898,nan,837.373291015625,1e-06,71331
275,72931,370.740403939053,nan,1038.621337890625,1e-06,72931
276,72973,-3.2775779776408775,nan,704.7208862304688,1e-06,72973
277,74573,365.8555997306431,nan,1205.51708984375,1e-06,74573
278,74641,-2.220315836222209,nan,1425.970458984375,1e-06,74641
279,76241,370.29387653843827,nan,1276.16796875,1e-06,76241
280,76285,-2.4939138072050495,nan,1916.81396484375,1e-06,76285
281,77885,369.1333268830105,nan,1287.49853515625,1e-06,77885
282,77964,3.808870699992637,nan,1792.671142578125,1e-06,77964
283,79564,374.1546333064359,nan,1262.574951171875,1e-06,79564
284,79606,-6.382138453135296,nan,1862.408203125,1e-06,79606
285,79647,-9.605955402852306,nan,1553.8369140625,1e-06,79647
286,81247,364.929968469986,nan,2230.95947265625,1e-06,81247
287,81327,0.38903558812925176,nan,2141.458984375,1e-06,81327
288,82927,374.66708520481853,nan,1735.85888671875,1e-06,82927
289,84527,346.24017727539365,nan,3148.22021484375,1e-06,84527
290,84654,15.171680381225865,nan,1547.2252197265625,1e-06,84654
291,84692,-3.890388670186347,nan,2068.998046875,1e-06,84692
292,84743,-1.5316907170110028,nan,3376.779052734375,1e-06,84743
293,84782,-4.203924726588151,nan,3018.36083984375,1e-06,84782
294,84826,-4.076703377398805,nan,2602.1279296875,1e-06,84826
295,86426,370.2750715381137,nan,954.834716796875,1e-06,86426
296,88026,369.6738014326136,nan,2279.9140625,1e-06,88026
297,88106,3.346174292487426,nan,2816.1484375,1e-06,88106
298,89706,375.6495814319764,nan,5047.654296875,1e-06,89706
299,89765,0.6351750894065482,nan,3667.799560546875,1e-06,89765
300,89809,-3.3634598549697525,nan,4431.310546875,1e-06,89809
301,91409,368.58833082978987,nan,4537.703125,1e-06,91409
302,91461,-1.4994510121207671,nan,5249.8076171875,1e-06,91461
303,93061,377.93742230649656,nan,5473.6220703125,1e-06,93061
304,94661,365.6137003851969,nan,3158.2060546875,1e-06,94661
305,94739,-4.090698798743612,nan,5671.15380859375,1e-06,94739
306,96339,367.2724650470182,nan,5454.251953125,1e-06,96339
307,96391,-3.2212417697025115,nan,6628.9912109375,1e-06,96391
308,97991,380.734716360394,nan,8144.1162109375,1e-06,97991
309,98071,-4.31769141875923,nan,7906.4375,1e-06,98071
310,99671,374.0181395990755,nan,10118.423828125,1e-06,99671
311,99714,-4.421199763860354,nan,8948.0908203125,1e-06,99714
312,101314,382.393643471097,nan,8512.9248046875,1e-06,101314
313,101360,-3.324607814183289,nan,9569.837890625,1e-06,101360
314,102960,349.675085985908,nan,9025.5595703125,1e-06,102960
315,103102,14.232014497483956,nan,8717.091796875,1e-06,103102
316,104047,180.78106010991453,nan,9393.5048828125,1e-06,104047
317,105647,359.86694786714,nan,11915.8857421875,1e-06,105647
318,105689,-5.015696973900484,nan,16699.2578125,1e-06,105689
319,107289,368.3827326748582,nan,8546.521484375,1e-06,107289
320,107337,-5.222702459983102,nan,8456.8388671875,1e-06,107337
321,108937,374.4958710987317,nan,15428.642578125,1e-06,108937
322,109017,5.363444729463271,nan,16118.8642578125,1e-06,109017
323,109076,-1.522747933652548,nan,6910.3154296875,1e-06,109076
324,109116,-4.835398877496863,nan,7607.0234375,1e-06,109116
325,110716,358.99584353772707,nan,12979.17578125,1e-06,110716
326,112316,377.8056098534349,nan,16151.517578125,1e-06,112316
327,112424,1.9246994701548612,nan,14391.5966796875,1e-06,112424
328,112487,-2.426407555761407,nan,20273.12109375,1e-06,112487
329,112533,-4.309094224438713,nan,13304.39453125,1e-06,112533
330,112580,-3.6365221807684174,nan,11217.89453125,1e-06,112580
331,112637,-3.0871815230228608,nan,11478.712890625,1e-06,112637
332,112679,-4.323278488607236,nan,17527.595703125,1e-06,112679
333,112733,-2.3378976878198587,nan,8205.4921875,1e-06,112733
334,112794,-2.3473250423999676,nan,12519.998046875,1e-06,112794
335,112849,-2.513683416838269,nan,11465.65625,1e-06,112849
336,112919,-4.797119172684401,nan,9544.017578125,1e-06,112919
337,112972,-4.160222055940936,nan,15675.671875,1e-06,112972
338,113027,-2.874927545615683,nan,18188.1875,1e-06,113027
339,113074,-3.141190366201421,nan,22896.947265625,1e-06,113074
340,113130,-2.3631318781194484,nan,20346.802734375,1e-06,113130
341,113172,-3.2647510468143413,nan,14128.404296875,1e-06,113172
342,113233,-4.0967658690166235,nan,15414.771484375,1e-06,113233
343,113281,-3.459813148004484,nan,15733.52734375,1e-06,113281
344,113331,-3.192314420232205,nan,23694.166015625,1e-06,113331
345,113394,-5.963661970067784,nan,14861.23046875,1e-06,113394
346,113444,-4.065985942541193,nan,13592.2666015625,1e-06,113444
347,113490,-3.1167732741522682,nan,15577.7421875,1e-06,113490
348,113543,-2.8896648143254238,nan,14711.1728515625,1e-06,113543
349,113616,-6.165926364283747,nan,13886.166015625,1e-06,113616
350,113687,-7.139149130521515,nan,21289.771484375,1e-06,113687
351,113732,-4.552189291003467,nan,20407.03125,1e-06,113732
352,113781,-4.758867359752444,nan,10549.7900390625,1e-06,113781
353,113847,-0.7407482527757345,nan,15293.55859375,1e-06,113847
354,113934,-5.489854566126152,nan,15988.38671875,1e-06,113934
355,113988,-1.4818292627294607,nan,21984.43359375,1e-06,113988
356,114051,-4.171812980675443,nan,15177.75,1e-06,114051
357,114114,-3.9401929834467175,nan,16961.43359375,1e-06,114114
358,114160,-2.5870140449403447,nan,18489.3515625,1e-06,114160
359,114218,-3.8267014491733535,nan,14941.142578125,1e-06,114218
360,114290,-4.520226373918184,nan,19674.41796875,1e-06,114290
